Task ID,LLM,Success,Solution length,Spec ratio,Specification length,Language,Benchmark,Run ID
DD0076,claude-sonnet-4,1,1838,3.6907630522088355,498,dafny,dafnybench,DD_SONNET
DD0100,claude-sonnet-4,1,1425,2.5176678445229683,566,dafny,dafnybench,DD_SONNET
DD0175,claude-sonnet-4,0,0,0.0,867,dafny,dafnybench,DD_SONNET
DD0483,claude-sonnet-4,1,970,1.4202049780380674,683,dafny,dafnybench,DD_SONNET
DD0763,claude-sonnet-4,1,454,1.6042402826855124,283,dafny,dafnybench,DD_SONNET
DD0796,claude-sonnet-4,1,3092,7.414868105515588,417,dafny,dafnybench,DD_SONNET
DD0281,claude-sonnet-4,1,1545,2.8400735294117645,544,dafny,dafnybench,DD_SONNET
DD0823,claude-sonnet-4,1,3085,4.873617693522907,633,dafny,dafnybench,DD_SONNET
DD0343,claude-sonnet-4,1,3612,7.416837782340862,487,dafny,dafnybench,DD_SONNET
DD0594,claude-sonnet-4,1,1833,5.674922600619195,323,dafny,dafnybench,DD_SONNET
DD0493,claude-sonnet-4,1,1525,2.307110438729198,661,dafny,dafnybench,DD_SONNET
DD0065,claude-sonnet-4,1,204,0.864406779661017,236,dafny,dafnybench,DD_SONNET
DD0673,claude-sonnet-4,1,1699,4.390180878552972,387,dafny,dafnybench,DD_SONNET
DD0571,claude-sonnet-4,1,10466,4.128599605522682,2535,dafny,dafnybench,DD_SONNET
DD0843,claude-sonnet-4,1,1024,1.9140186915887851,535,dafny,dafnybench,DD_SONNET
DD0370,claude-sonnet-4,0,0,0.0,1228,dafny,dafnybench,DD_SONNET
DD0770,claude-sonnet-4,1,1253,2.1982456140350877,570,dafny,dafnybench,DD_SONNET
DD0139,claude-sonnet-4,1,2228,4.301158301158301,518,dafny,dafnybench,DD_SONNET
DD0159,claude-sonnet-4,1,1866,4.910526315789474,380,dafny,dafnybench,DD_SONNET
DD0151,claude-sonnet-4,1,577,1.867313915857605,309,dafny,dafnybench,DD_SONNET
DD0873,claude-sonnet-4,1,1117,2.0420475319926874,547,dafny,dafnybench,DD_SONNET
DD0009,claude-sonnet-4,1,6860,3.4027777777777777,2016,dafny,dafnybench,DD_SONNET
DD0537,claude-sonnet-4,1,3036,8.576271186440678,354,dafny,dafnybench,DD_SONNET
DD0722,claude-sonnet-4,1,221,0.8403041825095057,263,dafny,dafnybench,DD_SONNET
DD0716,claude-sonnet-4,1,516,1.441340782122905,358,dafny,dafnybench,DD_SONNET
DD0791,claude-sonnet-4,1,333,1.0373831775700935,321,dafny,dafnybench,DD_SONNET
DD0798,claude-sonnet-4,1,2266,1.5616815988973123,1451,dafny,dafnybench,DD_SONNET
DD0767,claude-sonnet-4,1,579,1.4261083743842364,406,dafny,dafnybench,DD_SONNET
DD0055,claude-sonnet-4,1,839,2.0314769975786926,413,dafny,dafnybench,DD_SONNET
DD0669,claude-sonnet-4,1,601,2.5793991416309012,233,dafny,dafnybench,DD_SONNET
DD0749,claude-sonnet-4,1,419,1.0023923444976077,418,dafny,dafnybench,DD_SONNET
DD0226,claude-sonnet-4,1,1081,2.157684630738523,501,dafny,dafnybench,DD_SONNET
DD0778,claude-sonnet-4,1,247,0.9114391143911439,271,dafny,dafnybench,DD_SONNET
DD0197,claude-sonnet-4,1,3158,3.242299794661191,974,dafny,dafnybench,DD_SONNET
DD0586,claude-sonnet-4,1,691,1.8525469168900803,373,dafny,dafnybench,DD_SONNET
DD0465,claude-sonnet-4,0,0,0.0,439,dafny,dafnybench,DD_SONNET
DD0793,claude-sonnet-4,1,1372,3.908831908831909,351,dafny,dafnybench,DD_SONNET
DD0123,claude-sonnet-4,1,3937,8.034693877551021,490,dafny,dafnybench,DD_SONNET
DD0574,claude-sonnet-4,1,1123,3.434250764525994,327,dafny,dafnybench,DD_SONNET
DD0509,claude-sonnet-4,1,782,2.1542699724517904,363,dafny,dafnybench,DD_SONNET
DD0087,claude-sonnet-4,1,208,0.8489795918367347,245,dafny,dafnybench,DD_SONNET
DD0042,claude-sonnet-4,1,235,0.9873949579831933,238,dafny,dafnybench,DD_SONNET
DD0681,claude-sonnet-4,1,314,0.9544072948328267,329,dafny,dafnybench,DD_SONNET
DD0771,claude-sonnet-4,1,437,1.1409921671018277,383,dafny,dafnybench,DD_SONNET
DD0809,claude-sonnet-4,1,1088,2.909090909090909,374,dafny,dafnybench,DD_SONNET
DD0484,claude-sonnet-4,1,1166,2.151291512915129,542,dafny,dafnybench,DD_SONNET
DD0079,claude-sonnet-4,1,691,1.8377659574468086,376,dafny,dafnybench,DD_SONNET
DD0372,claude-sonnet-4,0,0,0.0,704,dafny,dafnybench,DD_SONNET
DD0844,claude-sonnet-4,1,1086,2.1169590643274856,513,dafny,dafnybench,DD_SONNET
DD0753,claude-sonnet-4,1,305,0.9023668639053254,338,dafny,dafnybench,DD_SONNET
DD0014,claude-sonnet-4,1,3647,2.5134390075809785,1451,dafny,dafnybench,DD_SONNET
DD0145,claude-sonnet-4,1,4242,6.303120356612184,673,dafny,dafnybench,DD_SONNET
DD0461,claude-sonnet-4,1,1315,1.4530386740331491,905,dafny,dafnybench,DD_SONNET
DD0062,claude-sonnet-4,1,1574,2.399390243902439,656,dafny,dafnybench,DD_SONNET
DD0368,claude-sonnet-4,0,0,0.0,405,dafny,dafnybench,DD_SONNET
DD0742,claude-sonnet-4,1,426,1.4589041095890412,292,dafny,dafnybench,DD_SONNET
DD0253,claude-sonnet-4,1,2304,3.4646616541353383,665,dafny,dafnybench,DD_SONNET
DD0828,claude-sonnet-4,1,2512,4.446017699115044,565,dafny,dafnybench,DD_SONNET
DD0000,claude-sonnet-4,1,2071,4.261316872427984,486,dafny,dafnybench,DD_SONNET
DD0158,claude-sonnet-4,1,3446,3.5709844559585493,965,dafny,dafnybench,DD_SONNET
DD0008,claude-sonnet-4,1,4406,2.185515873015873,2016,dafny,dafnybench,DD_SONNET
DD0154,claude-sonnet-4,1,4541,5.504242424242424,825,dafny,dafnybench,DD_SONNET
DD0040,claude-sonnet-4,1,1288,1.936842105263158,665,dafny,dafnybench,DD_SONNET
DD0337,claude-sonnet-4,1,1345,4.151234567901234,324,dafny,dafnybench,DD_SONNET
DD0138,claude-sonnet-4,1,634,1.8376811594202898,345,dafny,dafnybench,DD_SONNET
DD0723,claude-sonnet-4,1,2010,4.205020920502092,478,dafny,dafnybench,DD_SONNET
DD0044,claude-sonnet-4,1,377,1.551440329218107,243,dafny,dafnybench,DD_SONNET
DD0435,claude-sonnet-4,1,3241,12.370229007633588,262,dafny,dafnybench,DD_SONNET
DD0089,claude-sonnet-4,1,210,0.8502024291497976,247,dafny,dafnybench,DD_SONNET
DD0047,claude-sonnet-4,1,524,1.5321637426900585,342,dafny,dafnybench,DD_SONNET
DD0090,claude-sonnet-4,1,290,0.8708708708708709,333,dafny,dafnybench,DD_SONNET
DD0057,claude-sonnet-4,1,1417,4.903114186851211,289,dafny,dafnybench,DD_SONNET
DD0081,claude-sonnet-4,1,829,3.0366300366300365,273,dafny,dafnybench,DD_SONNET
DD0766,claude-sonnet-4,1,737,1.4594059405940594,505,dafny,dafnybench,DD_SONNET
DD0335,claude-sonnet-4,1,1495,4.449404761904762,336,dafny,dafnybench,DD_SONNET
DD0590,claude-sonnet-4,1,2460,4.026186579378069,611,dafny,dafnybench,DD_SONNET
DD0872,claude-sonnet-4,1,1796,4.206088992974239,427,dafny,dafnybench,DD_SONNET
DD0634,claude-sonnet-4,1,1003,2.994029850746269,335,dafny,dafnybench,DD_SONNET
DD0246,claude-sonnet-4,0,0,0.0,453,dafny,dafnybench,DD_SONNET
DD0149,claude-sonnet-4,1,1284,2.944954128440367,436,dafny,dafnybench,DD_SONNET
DD0143,claude-sonnet-4,1,2125,2.302275189599133,923,dafny,dafnybench,DD_SONNET
DD0141,claude-sonnet-4,1,2934,6.668181818181818,440,dafny,dafnybench,DD_SONNET
DD0762,claude-sonnet-4,1,894,2.1235154394299287,421,dafny,dafnybench,DD_SONNET
DD0456,claude-sonnet-4,1,880,2.2110552763819094,398,dafny,dafnybench,DD_SONNET
DD0144,claude-sonnet-4,1,2886,9.279742765273312,311,dafny,dafnybench,DD_SONNET
DD0275,claude-sonnet-4,1,760,1.3944954128440368,545,dafny,dafnybench,DD_SONNET
DD0468,claude-sonnet-4,0,0,0.0,682,dafny,dafnybench,DD_SONNET
DD0635,claude-sonnet-4,1,528,1.6346749226006192,323,dafny,dafnybench,DD_SONNET
DD0606,claude-sonnet-4,1,506,1.5379939209726443,329,dafny,dafnybench,DD_SONNET
DD0096,claude-sonnet-4,1,336,0.9385474860335196,358,dafny,dafnybench,DD_SONNET
DD0774,claude-sonnet-4,1,1166,2.6085011185682325,447,dafny,dafnybench,DD_SONNET
DD0003,claude-sonnet-4,1,5810,4.693053311793215,1238,dafny,dafnybench,DD_SONNET
DD0852,claude-sonnet-4,1,3208,2.237099023709902,1434,dafny,dafnybench,DD_SONNET
DD0520,claude-sonnet-4,1,953,1.3328671328671329,715,dafny,dafnybench,DD_SONNET
DD0049,claude-sonnet-4,1,989,1.9354207436399218,511,dafny,dafnybench,DD_SONNET
DD0789,claude-sonnet-4,1,649,1.655612244897959,392,dafny,dafnybench,DD_SONNET
DD0037,claude-sonnet-4,1,2415,2.317658349328215,1042,dafny,dafnybench,DD_SONNET
DD0005,claude-sonnet-4,1,7813,2.966211085801063,2634,dafny,dafnybench,DD_SONNET
DD0271,claude-sonnet-4,1,478,1.6369863013698631,292,dafny,dafnybench,DD_SONNET
DD0751,claude-sonnet-4,1,2872,5.8492871690427695,491,dafny,dafnybench,DD_SONNET
DD0311,claude-sonnet-4,0,0,0.0,756,dafny,dafnybench,DD_SONNET
DD0235,claude-sonnet-4,1,3236,8.793478260869565,368,dafny,dafnybench,DD_SONNET
DD0797,claude-sonnet-4,1,2721,2.659824046920821,1023,dafny,dafnybench,DD_SONNET
DD0432,claude-sonnet-4,1,1103,2.3978260869565218,460,dafny,dafnybench,DD_SONNET
DD0340,claude-sonnet-4,1,1447,3.1732456140350878,456,dafny,dafnybench,DD_SONNET
DD0781,claude-sonnet-4,1,518,1.5014492753623188,345,dafny,dafnybench,DD_SONNET
DD0148,claude-sonnet-4,0,0,0.0,439,dafny,dafnybench,DD_SONNET
DD0684,claude-sonnet-4,1,461,0.9664570230607966,477,dafny,dafnybench,DD_SONNET
DD0066,claude-sonnet-4,1,470,1.6433566433566433,286,dafny,dafnybench,DD_SONNET
DD0266,claude-sonnet-4,1,606,1.5112219451371571,401,dafny,dafnybench,DD_SONNET
DD0068,claude-sonnet-4,1,459,1.3579881656804733,338,dafny,dafnybench,DD_SONNET
DD0788,claude-sonnet-4,1,3581,3.757607555089192,953,dafny,dafnybench,DD_SONNET
DD0563,claude-sonnet-4,1,1083,2.1445544554455447,505,dafny,dafnybench,DD_SONNET
DD0847,claude-sonnet-4,1,2324,4.923728813559322,472,dafny,dafnybench,DD_SONNET
DD0581,claude-sonnet-4,1,757,1.7811764705882354,425,dafny,dafnybench,DD_SONNET
DD0750,claude-sonnet-4,1,643,1.5721271393643033,409,dafny,dafnybench,DD_SONNET
DD0761,claude-sonnet-4,1,1829,4.128668171557562,443,dafny,dafnybench,DD_SONNET
DD0580,claude-sonnet-4,1,784,2.0258397932816536,387,dafny,dafnybench,DD_SONNET
DD0041,claude-sonnet-4,1,1636,2.1246753246753247,770,dafny,dafnybench,DD_SONNET
DD0696,claude-sonnet-4,1,527,1.4887005649717515,354,dafny,dafnybench,DD_SONNET
DD0783,claude-sonnet-4,1,2003,3.702402957486137,541,dafny,dafnybench,DD_SONNET
DD0857,claude-sonnet-4,1,1001,1.33288948069241,751,dafny,dafnybench,DD_SONNET
DD0830,claude-sonnet-4,1,1577,4.882352941176471,323,dafny,dafnybench,DD_SONNET
DD0257,claude-sonnet-4,1,595,1.1247637051039698,529,dafny,dafnybench,DD_SONNET
DD0070,claude-sonnet-4,1,477,1.5794701986754967,302,dafny,dafnybench,DD_SONNET
DD0239,claude-sonnet-4,0,0,0.0,449,dafny,dafnybench,DD_SONNET
DD0286,claude-sonnet-4,1,1958,3.405217391304348,575,dafny,dafnybench,DD_SONNET
DD0223,claude-sonnet-4,1,2151,3.2345864661654136,665,dafny,dafnybench,DD_SONNET
DD0187,claude-sonnet-4,1,1192,2.3372549019607844,510,dafny,dafnybench,DD_SONNET
DD0854,claude-sonnet-4,1,2124,4.905311778290993,433,dafny,dafnybench,DD_SONNET
DD0759,claude-sonnet-4,1,324,1.0220820189274449,317,dafny,dafnybench,DD_SONNET
DD0280,claude-sonnet-4,1,6204,8.991304347826087,690,dafny,dafnybench,DD_SONNET
DD0382,claude-sonnet-4,0,0,0.0,682,dafny,dafnybench,DD_SONNET
DD0779,claude-sonnet-4,1,774,2.774193548387097,279,dafny,dafnybench,DD_SONNET
DD0739,claude-sonnet-4,1,1161,2.6506849315068495,438,dafny,dafnybench,DD_SONNET
DD0242,claude-sonnet-4,0,0,0.0,468,dafny,dafnybench,DD_SONNET
DD0745,claude-sonnet-4,1,1692,4.208955223880597,402,dafny,dafnybench,DD_SONNET
DD0132,claude-sonnet-4,1,1485,3.3445945945945947,444,dafny,dafnybench,DD_SONNET
DD0467,claude-sonnet-4,0,0,0.0,1022,dafny,dafnybench,DD_SONNET
DD0088,claude-sonnet-4,1,415,1.0072815533980584,412,dafny,dafnybench,DD_SONNET
DD0678,claude-sonnet-4,1,238,0.8814814814814815,270,dafny,dafnybench,DD_SONNET
DD0718,claude-sonnet-4,1,277,0.9295302013422819,298,dafny,dafnybench,DD_SONNET
DD0675,claude-sonnet-4,1,1583,4.8707692307692305,325,dafny,dafnybench,DD_SONNET
DD0786,claude-sonnet-4,1,307,0.882183908045977,348,dafny,dafnybench,DD_SONNET
DD0736,claude-sonnet-4,1,643,1.7192513368983957,374,dafny,dafnybench,DD_SONNET
DD0686,claude-sonnet-4,1,3105,6.402061855670103,485,dafny,dafnybench,DD_SONNET
DD0679,claude-sonnet-4,1,355,1.1451612903225807,310,dafny,dafnybench,DD_SONNET
DD0256,claude-sonnet-4,1,369,1.0193370165745856,362,dafny,dafnybench,DD_SONNET
DD0155,claude-sonnet-4,1,659,2.4317343173431736,271,dafny,dafnybench,DD_SONNET
DD0662,claude-sonnet-4,1,1362,2.9803063457330414,457,dafny,dafnybench,DD_SONNET
DD0845,claude-sonnet-4,1,5881,8.674041297935103,678,dafny,dafnybench,DD_SONNET
DD0758,claude-sonnet-4,1,538,1.3937823834196892,386,dafny,dafnybench,DD_SONNET
DD0875,claude-sonnet-4,1,2637,5.5399159663865545,476,dafny,dafnybench,DD_SONNET
DD0254,claude-sonnet-4,1,1457,2.4653130287648053,591,dafny,dafnybench,DD_SONNET
DD0102,claude-sonnet-4,1,1075,3.106936416184971,346,dafny,dafnybench,DD_SONNET
DD0378,claude-sonnet-4,0,0,0.0,304,dafny,dafnybench,DD_SONNET
DD0782,claude-sonnet-4,1,760,1.7551963048498844,433,dafny,dafnybench,DD_SONNET
DD0795,claude-sonnet-4,1,551,1.6111111111111112,342,dafny,dafnybench,DD_SONNET
DD0578,claude-sonnet-4,1,4466,8.378986866791745,533,dafny,dafnybench,DD_SONNET
DD0921,claude-sonnet-4,1,2396,2.1054481546572936,1138,dafny,dafnybench,DD_SONNET
DD0133,claude-sonnet-4,1,1143,1.9210084033613446,595,dafny,dafnybench,DD_SONNET
DD0562,claude-sonnet-4,1,1363,4.008823529411765,340,dafny,dafnybench,DD_SONNET
DD0689,claude-sonnet-4,1,581,1.4240196078431373,408,dafny,dafnybench,DD_SONNET
DD0071,claude-sonnet-4,1,523,1.5705705705705706,333,dafny,dafnybench,DD_SONNET
DD0545,claude-sonnet-4,1,2623,8.743333333333334,300,dafny,dafnybench,DD_SONNET
DD0521,claude-sonnet-4,1,908,1.327485380116959,684,dafny,dafnybench,DD_SONNET
DD0775,claude-sonnet-4,1,6899,5.896581196581197,1170,dafny,dafnybench,DD_SONNET
DD0063,claude-sonnet-4,1,2991,5.864705882352941,510,dafny,dafnybench,DD_SONNET
DD0472,claude-sonnet-4,0,0,0.0,339,dafny,dafnybench,DD_SONNET
DD0084,claude-sonnet-4,1,5506,10.52772466539197,523,dafny,dafnybench,DD_SONNET
DD0342,claude-sonnet-4,1,513,1.6389776357827477,313,dafny,dafnybench,DD_SONNET
DD0683,claude-sonnet-4,1,1500,5.319148936170213,282,dafny,dafnybench,DD_SONNET
DD0369,claude-sonnet-4,0,0,0.0,922,dafny,dafnybench,DD_SONNET
DD0790,claude-sonnet-4,1,683,1.5701149425287357,435,dafny,dafnybench,DD_SONNET
DD0092,claude-sonnet-4,1,165,0.7932692307692307,208,dafny,dafnybench,DD_SONNET
DD0667,claude-sonnet-4,1,565,1.652046783625731,342,dafny,dafnybench,DD_SONNET
DD0198,claude-sonnet-4,1,1357,2.531716417910448,536,dafny,dafnybench,DD_SONNET
DD0676,claude-sonnet-4,1,1983,4.080246913580247,486,dafny,dafnybench,DD_SONNET
DD0533,claude-sonnet-4,1,4283,13.384375,320,dafny,dafnybench,DD_SONNET
DD0611,claude-sonnet-4,1,835,2.676282051282051,312,dafny,dafnybench,DD_SONNET
DD0668,claude-sonnet-4,1,2101,5.901685393258427,356,dafny,dafnybench,DD_SONNET
DD0666,claude-sonnet-4,1,366,0.9081885856079405,403,dafny,dafnybench,DD_SONNET
DD0379,claude-sonnet-4,0,0,0.0,520,dafny,dafnybench,DD_SONNET
DD0006,claude-sonnet-4,1,9100,5.5623471882640585,1636,dafny,dafnybench,DD_SONNET
DD0541,claude-sonnet-4,1,1806,4.947945205479452,365,dafny,dafnybench,DD_SONNET
DD0172,claude-sonnet-4,0,0,0.0,569,dafny,dafnybench,DD_SONNET
DD0515,claude-sonnet-4,1,4168,2.929023190442727,1423,dafny,dafnybench,DD_SONNET
DD0297,claude-sonnet-4,1,2296,1.4476670870113493,1586,dafny,dafnybench,DD_SONNET
DD0225,claude-sonnet-4,1,338,1.1304347826086956,299,dafny,dafnybench,DD_SONNET
DD0451,claude-sonnet-4,1,3438,6.611538461538461,520,dafny,dafnybench,DD_SONNET
DD0075,claude-sonnet-4,1,244,0.9138576779026217,267,dafny,dafnybench,DD_SONNET
DD0799,claude-sonnet-4,1,557,1.6098265895953756,346,dafny,dafnybench,DD_SONNET
DD0463,claude-sonnet-4,0,0,0.0,475,dafny,dafnybench,DD_SONNET
DD0268,claude-sonnet-4,1,1507,2.134560906515581,706,dafny,dafnybench,DD_SONNET
DH0002,claude-sonnet-4,1,1421,1.0070871722182848,1411,dafny,humaneval,wrhmb8ym
DH0004,claude-sonnet-4,1,1693,1.3533173461231016,1251,dafny,humaneval,wrhmb8ym
DH0003,claude-sonnet-4,1,1095,2.4118942731277535,454,dafny,humaneval,wrhmb8ym
DH0000,claude-sonnet-4,1,2051,3.117021276595745,658,dafny,humaneval,wrhmb8ym
DH0006,claude-sonnet-4,1,5176,1.1008081667375584,4702,dafny,humaneval,wrhmb8ym
DH0005,claude-sonnet-4,1,1533,1.9307304785894206,794,dafny,humaneval,wrhmb8ym
DH0008,claude-sonnet-4,1,1930,1.4880493446414804,1297,dafny,humaneval,wrhmb8ym
DH0001,claude-sonnet-4,0,4271,3.991588785046729,1070,dafny,humaneval,wrhmb8ym
DH0011,claude-sonnet-4,1,1045,1.704730831973899,613,dafny,humaneval,wrhmb8ym
DH0009,claude-sonnet-4,1,3103,3.3986856516976998,913,dafny,humaneval,wrhmb8ym
DH0012,claude-sonnet-4,1,1341,1.9866666666666666,675,dafny,humaneval,wrhmb8ym
DH0010,claude-sonnet-4,0,2250,4.076086956521739,552,dafny,humaneval,wrhmb8ym
DH0014,claude-sonnet-4,1,628,1.57,400,dafny,humaneval,wrhmb8ym
DH0007,claude-sonnet-4,0,5495,3.480050664977834,1579,dafny,humaneval,wrhmb8ym
DH0015,claude-sonnet-4,0,1233,2.56875,480,dafny,humaneval,wrhmb8ym
DH0016,claude-sonnet-4,0,1098,3.3784615384615386,325,dafny,humaneval,wrhmb8ym
DH0017,claude-sonnet-4,1,2413,3.3328729281767955,724,dafny,humaneval,wrhmb8ym
DH0019,claude-sonnet-4,1,1976,1.514176245210728,1305,dafny,humaneval,wrhmb8ym
DH0020,claude-sonnet-4,1,381,0.9719387755102041,392,dafny,humaneval,wrhmb8ym
DH0021,claude-sonnet-4,1,444,1.414012738853503,314,dafny,humaneval,wrhmb8ym
DH0018,claude-sonnet-4,1,3319,3.7292134831460673,890,dafny,humaneval,wrhmb8ym
DH0024,claude-sonnet-4,1,1623,2.822608695652174,575,dafny,humaneval,wrhmb8ym
DH0023,claude-sonnet-4,0,2915,6.842723004694836,426,dafny,humaneval,wrhmb8ym
DH0013,claude-sonnet-4,0,1961,3.2683333333333335,600,dafny,humaneval,wrhmb8ym
DH0025,claude-sonnet-4,1,843,1.3275590551181102,635,dafny,humaneval,wrhmb8ym
DH0027,claude-sonnet-4,1,656,1.4417582417582417,455,dafny,humaneval,wrhmb8ym
DH0029,claude-sonnet-4,1,607,1.7958579881656804,338,dafny,humaneval,wrhmb8ym
DH0026,claude-sonnet-4,0,2256,4.131868131868132,546,dafny,humaneval,wrhmb8ym
DH0022,claude-sonnet-4,0,4970,3.244125326370757,1532,dafny,humaneval,wrhmb8ym
DH0030,claude-sonnet-4,1,2049,4.2866108786610875,478,dafny,humaneval,wrhmb8ym
DH0032,claude-sonnet-4,1,2418,6.811267605633803,355,dafny,humaneval,wrhmb8ym
DH0031,claude-sonnet-4,0,3738,7.216216216216216,518,dafny,humaneval,wrhmb8ym
DH0033,claude-sonnet-4,0,2148,5.637795275590551,381,dafny,humaneval,wrhmb8ym
DH0035,claude-sonnet-4,1,769,1.0105124835742445,761,dafny,humaneval,wrhmb8ym
DH0036,claude-sonnet-4,1,620,1.4027149321266967,442,dafny,humaneval,wrhmb8ym
DH0028,claude-sonnet-4,0,3815,3.1373355263157894,1216,dafny,humaneval,wrhmb8ym
DH0034,claude-sonnet-4,0,1070,2.3777777777777778,450,dafny,humaneval,wrhmb8ym
DH0037,claude-sonnet-4,1,1622,3.0261194029850746,536,dafny,humaneval,wrhmb8ym
DH0040,claude-sonnet-4,1,1325,2.731958762886598,485,dafny,humaneval,wrhmb8ym
DH0038,claude-sonnet-4,1,1857,3.8849372384937237,478,dafny,humaneval,wrhmb8ym
DH0041,claude-sonnet-4,1,1812,3.162303664921466,573,dafny,humaneval,wrhmb8ym
DH0043,claude-sonnet-4,1,511,0.9826923076923076,520,dafny,humaneval,wrhmb8ym
DH0042,claude-sonnet-4,1,1405,3.6876640419947506,381,dafny,humaneval,wrhmb8ym
DH0044,claude-sonnet-4,1,691,1.4860215053763441,465,dafny,humaneval,wrhmb8ym
DH0047,claude-sonnet-4,1,865,1.0152582159624413,852,dafny,humaneval,wrhmb8ym
DH0039,claude-sonnet-4,0,1695,3.3832335329341316,501,dafny,humaneval,wrhmb8ym
DH0048,claude-sonnet-4,1,1037,1.4323204419889504,724,dafny,humaneval,wrhmb8ym
DH0049,claude-sonnet-4,1,2938,1.0913818722139672,2692,dafny,humaneval,wrhmb8ym
DH0045,claude-sonnet-4,1,949,2.628808864265928,361,dafny,humaneval,wrhmb8ym
DH0052,claude-sonnet-4,1,925,1.2567934782608696,736,dafny,humaneval,wrhmb8ym
DH0053,claude-sonnet-4,1,925,1.2567934782608696,736,dafny,humaneval,wrhmb8ym
DH0050,claude-sonnet-4,0,2128,4.061068702290076,524,dafny,humaneval,wrhmb8ym
DH0055,claude-sonnet-4,1,560,1.5384615384615385,364,dafny,humaneval,wrhmb8ym
DH0046,claude-sonnet-4,0,5880,2.208036049568156,2663,dafny,humaneval,wrhmb8ym
DH0056,claude-sonnet-4,1,375,0.981675392670157,382,dafny,humaneval,wrhmb8ym
DH0057,claude-sonnet-4,1,348,1.0357142857142858,336,dafny,humaneval,wrhmb8ym
DH0058,claude-sonnet-4,1,837,1.7922912205567452,467,dafny,humaneval,wrhmb8ym
DH0060,claude-sonnet-4,1,1352,1.8495212038303694,731,dafny,humaneval,wrhmb8ym
DH0054,claude-sonnet-4,0,3932,4.330396475770925,908,dafny,humaneval,wrhmb8ym
DH0061,claude-sonnet-4,1,568,1.7057057057057057,333,dafny,humaneval,wrhmb8ym
DH0063,claude-sonnet-4,1,711,1.8,395,dafny,humaneval,wrhmb8ym
DH0059,claude-sonnet-4,0,3830,3.6132075471698113,1060,dafny,humaneval,wrhmb8ym
DH0064,claude-sonnet-4,1,1161,1.5,774,dafny,humaneval,wrhmb8ym
DH0065,claude-sonnet-4,1,888,1.3724884080370943,647,dafny,humaneval,wrhmb8ym
DH0067,claude-sonnet-4,1,2399,1.172531769305963,2046,dafny,humaneval,wrhmb8ym
DH0051,claude-sonnet-4,0,1250,2.9904306220095696,418,dafny,humaneval,wrhmb8ym
DH0066,claude-sonnet-4,1,1582,2.471875,640,dafny,humaneval,wrhmb8ym
DH0068,claude-sonnet-4,1,1498,1.3667883211678833,1096,dafny,humaneval,wrhmb8ym
DH0069,claude-sonnet-4,1,2660,1.0497237569060773,2534,dafny,humaneval,wrhmb8ym
DH0062,claude-sonnet-4,0,1835,2.690615835777126,682,dafny,humaneval,wrhmb8ym
DH0073,claude-sonnet-4,1,787,1.6127049180327868,488,dafny,humaneval,wrhmb8ym
DH0072,claude-sonnet-4,0,2222,4.3062015503875966,516,dafny,humaneval,wrhmb8ym
DH0070,claude-sonnet-4,0,4435,2.472129319955407,1794,dafny,humaneval,wrhmb8ym
DH0071,claude-sonnet-4,0,5098,2.7059447983014864,1884,dafny,humaneval,wrhmb8ym
DH0075,claude-sonnet-4,1,1461,1.0902985074626865,1340,dafny,humaneval,wrhmb8ym
DH0074,claude-sonnet-4,1,1735,1.6698748796920115,1039,dafny,humaneval,wrhmb8ym
DH0078,claude-sonnet-4,1,374,1.2677966101694915,295,dafny,humaneval,wrhmb8ym
DH0076,claude-sonnet-4,1,2536,1.6695194206714945,1519,dafny,humaneval,wrhmb8ym
DH0081,claude-sonnet-4,1,1004,1.048016701461378,958,dafny,humaneval,wrhmb8ym
DH0077,claude-sonnet-4,0,2480,6.666666666666667,372,dafny,humaneval,wrhmb8ym
DH0080,claude-sonnet-4,1,3689,2.902439024390244,1271,dafny,humaneval,wrhmb8ym
DH0083,claude-sonnet-4,1,1418,1.3713733075435204,1034,dafny,humaneval,wrhmb8ym
DH0084,claude-sonnet-4,1,646,1.851002865329513,349,dafny,humaneval,wrhmb8ym
DH0079,claude-sonnet-4,1,1706,4.8192090395480225,354,dafny,humaneval,wrhmb8ym
DH0082,claude-sonnet-4,1,975,1.871401151631478,521,dafny,humaneval,wrhmb8ym
DH0085,claude-sonnet-4,1,1366,1.0945512820512822,1248,dafny,humaneval,wrhmb8ym
DH0086,claude-sonnet-4,1,442,1.4444444444444444,306,dafny,humaneval,wrhmb8ym
DH0090,claude-sonnet-4,1,3505,1.0453325380256486,3353,dafny,humaneval,wrhmb8ym
DH0091,claude-sonnet-4,1,1511,2.5309882747068677,597,dafny,humaneval,wrhmb8ym
DH0092,claude-sonnet-4,1,991,1.7294938917975566,573,dafny,humaneval,wrhmb8ym
DH0094,claude-sonnet-4,1,925,1.3703703703703705,675,dafny,humaneval,wrhmb8ym
DH0088,claude-sonnet-4,0,1552,2.3767228177641653,653,dafny,humaneval,wrhmb8ym
DH0087,claude-sonnet-4,0,3895,6.7387543252595155,578,dafny,humaneval,wrhmb8ym
DH0095,claude-sonnet-4,1,1940,1.4652567975830815,1324,dafny,humaneval,wrhmb8ym
DH0089,claude-sonnet-4,0,3299,4.062807881773399,812,dafny,humaneval,wrhmb8ym
DH0096,claude-sonnet-4,1,2422,2.422,1000,dafny,humaneval,wrhmb8ym
DH0099,claude-sonnet-4,1,584,1.1166347992351817,523,dafny,humaneval,wrhmb8ym
